'Elapsed time','MLII','V1',
'12:31.550',-0.165,0.16,11111111110010011110000
'12:31.553',-0.15,0.175,11111111110011101100000
'12:31.556',-0.125,0.19,11111111110101110000000
'12:31.558',-0.115,0.17,11111111110110100100000
'12:31.561',-0.14,0.155,11111111110100100000000
'12:31.564',-0.17,0.145,11111111110010000100000
'12:31.567',-0.175,0.15,11111111110001101010000
'12:31.569',-0.17,0.17,11111111110010000100000
'12:31.572',-0.14,0.175,11111111110100100000000
'12:31.575',-0.13,0.175,11111111110101010110000
'12:31.578',-0.145,0.165,11111111110100000110000
'12:31.581',-0.145,0.145,11111111110100000110000
'12:31.583',-0.16,0.15,11111111110010111000000
'12:31.586',-0.115,0.17,11111111110110100100000
'12:31.589',-0.11,0.18,11111111110110111110000
'12:31.592',-0.125,0.175,11111111110101110000000
'12:31.594',-0.14,0.17,11111111110100100000000
'12:31.597',-0.135,0.15,11111111110100111100000
'12:31.600',-0.14,0.16,11111111110100100000000
'12:31.603',-0.135,0.175,11111111110100111100000
'12:31.606',-0.11,0.185,11111111110110111110000
'12:31.608',-0.11,0.17,11111111110110111110000
'12:31.611',-0.115,0.165,11111111110110100100000
'12:31.614',-0.12,0.15,11111111110110001010000
'12:31.617',-0.135,0.16,11111111110100111100000
'12:31.619',-0.13,0.165,11111111110101010110000
'12:31.622',-0.125,0.175,11111111110101110000000
'12:31.625',-0.12,0.17,11111111110110001010000
'12:31.628',-0.125,0.15,11111111110101110000000
'12:31.631',-0.145,0.135,11111111110100000110000
'12:31.633',-0.15,0.135,11111111110011101100000
'12:31.636',-0.15,0.155,11111111110011101100000
'12:31.639',-0.135,0.17,11111111110100111100000
'12:31.642',-0.13,0.165,11111111110101010110000
'12:31.644',-0.13,0.155,11111111110101010110000
'12:31.647',-0.15,0.135,11111111110011101100000
'12:31.650',-0.145,0.125,11111111110100000110000
'12:31.653',-0.155,0.145,11111111110011010010000
'12:31.656',-0.15,0.14,11111111110011101100000
'12:31.658',-0.135,0.15,11111111110100111100000
'12:31.661',-0.14,0.135,11111111110100100000000
'12:31.664',-0.155,0.13,11111111110011010010000
'12:31.667',-0.165,0.145,11111111110010011110000
'12:31.669',-0.155,0.145,11111111110011010010000
'12:31.672',-0.15,0.165,11111111110011101100000
'12:31.675',-0.145,0.155,11111111110100000110000
'12:31.678',-0.16,0.14,11111111110010111000000
'12:31.681',-0.16,0.14,11111111110010111000000
'12:31.683',-0.155,0.15,11111111110011010010000
'12:31.686',-0.16,0.15,11111111110010111000000
'12:31.689',-0.16,0.175,11111111110010111000000
'12:31.692',-0.145,0.165,11111111110100000110000
'12:31.694',-0.155,0.155,11111111110011010010000
'12:31.697',-0.16,0.14,11111111110010111000000
'12:31.700',-0.16,0.145,11111111110010111000000
'12:31.703',-0.16,0.145,11111111110010111000000
'12:31.706',-0.14,0.175,11111111110100100000000
'12:31.708',-0.145,0.155,11111111110100000110000
'12:31.711',-0.155,0.14,11111111110011010010000
'12:31.714',-0.17,0.13,11111111110010000100000
'12:31.717',-0.175,0.13,11111111110001101010000
'12:31.719',-0.16,0.15,11111111110010111000000
'12:31.722',-0.155,0.17,11111111110011010010000
'12:31.725',-0.145,0.165,11111111110100000110000
'12:31.728',-0.16,0.14,11111111110010111000000
'12:31.731',-0.16,0.14,11111111110010111000000
'12:31.733',-0.16,0.135,11111111110010111000000
'12:31.736',-0.17,0.145,11111111110010000100000
'12:31.739',-0.145,0.165,11111111110100000110000
'12:31.742',-0.135,0.14,11111111110100111100000
'12:31.744',-0.125,0.14,11111111110101110000000
'12:31.747',-0.155,0.14,11111111110011010010000
'12:31.750',-0.165,0.145,11111111110010011110000
'12:31.753',-0.15,0.17,11111111110011101100000
'12:31.756',-0.145,0.165,11111111110100000110000
'12:31.758',-0.13,0.16,11111111110101010110000
'12:31.761',-0.14,0.14,11111111110100100000000
'12:31.764',-0.15,0.135,11111111110011101100000
'12:31.767',-0.16,0.145,11111111110010111000000
'12:31.769',-0.14,0.165,11111111110100100000000
'12:31.772',-0.135,0.17,11111111110100111100000
'12:31.775',-0.125,0.165,11111111110101110000000
'12:31.778',-0.14,0.16,11111111110100100000000
'12:31.781',-0.155,0.145,11111111110011010010000
'12:31.783',-0.16,0.15,11111111110010111000000
'12:31.786',-0.155,0.155,11111111110011010010000
'12:31.789',-0.13,0.16,11111111110101010110000
'12:31.792',-0.125,0.155,11111111110101110000000
'12:31.794',-0.135,0.145,11111111110100111100000
'12:31.797',-0.145,0.13,11111111110100000110000
'12:31.800',-0.16,0.135,11111111110010111000000
'12:31.803',-0.15,0.155,11111111110011101100000
'12:31.806',-0.135,0.15,11111111110100111100000
'12:31.808',-0.13,0.15,11111111110101010110000
'12:31.811',-0.15,0.14,11111111110011101100000
'12:31.814',-0.16,0.14,11111111110010111000000
'12:31.817',-0.145,0.14,11111111110100000110000
'12:31.819',-0.13,0.165,11111111110101010110000
'12:31.822',-0.115,0.175,11111111110110100100000
'12:31.825',-0.115,0.15,11111111110110100100000
'12:31.828',-0.135,0.125,11111111110100111100000
'12:31.831',-0.15,0.11,11111111110011101100000
'12:31.833',-0.155,0.135,11111111110011010010000
'12:31.836',-0.15,0.145,11111111110011101100000
'12:31.839',-0.13,0.165,11111111110101010110000
'12:31.842',-0.12,0.165,11111111110110001010000
'12:31.844',-0.14,0.16,11111111110100100000000
'12:31.847',-0.14,0.15,11111111110100100000000
'12:31.850',-0.165,0.15,11111111110010011110000
'12:31.853',-0.14,0.155,11111111110100100000000
'12:31.856',-0.125,0.18,11111111110101110000000
'12:31.858',-0.12,0.16,11111111110110001010000
'12:31.861',-0.125,0.16,11111111110101110000000
'12:31.864',-0.14,0.145,11111111110100100000000
'12:31.867',-0.155,0.16,11111111110011010010000
'12:31.869',-0.155,0.18,11111111110011010010000
'12:31.872',-0.14,0.185,11111111110100100000000
'12:31.875',-0.145,0.17,11111111110100000110000
'12:31.878',-0.14,0.165,11111111110100100000000
'12:31.881',-0.15,0.125,11111111110011101100000
'12:31.883',-0.14,0.135,11111111110100100000000
'12:31.886',-0.135,0.155,11111111110100111100000
'12:31.889',-0.125,0.165,11111111110101110000000
'12:31.892',-0.135,0.18,11111111110100111100000
'12:31.894',-0.135,0.165,11111111110100111100000
'12:31.897',-0.14,0.15,11111111110100100000000
'12:31.900',-0.145,0.155,11111111110100000110000
'12:31.903',-0.14,0.165,11111111110100100000000
'12:31.906',-0.125,0.165,11111111110101110000000
'12:31.908',-0.115,0.17,11111111110110100100000
'12:31.911',-0.125,0.165,11111111110101110000000
'12:31.914',-0.13,0.155,11111111110101010110000
'12:31.917',-0.145,0.17,11111111110100000110000
'12:31.919',-0.14,0.17,11111111110100100000000
'12:31.922',-0.12,0.18,11111111110110001010000
'12:31.925',-0.125,0.165,11111111110101110000000
'12:31.928',-0.125,0.16,11111111110101110000000
'12:31.931',-0.135,0.155,11111111110100111100000
'12:31.933',-0.12,0.165,11111111110110001010000
'12:31.936',-0.125,0.17,11111111110101110000000
'12:31.939',-0.11,0.175,11111111110110111110000
'12:31.942',-0.11,0.17,11111111110110111110000
'12:31.944',-0.115,0.145,11111111110110100100000
'12:31.947',-0.135,0.14,11111111110100111100000
'12:31.950',-0.11,0.155,11111111110110111110000
'12:31.953',-0.105,0.16,11111111110111011000000
'12:31.956',-0.105,0.185,11111111110111011000000
'12:31.958',-0.1,0.18,11111111110111110010000
'12:31.961',-0.11,0.165,11111111110110111110000
'12:31.964',-0.12,0.155,11111111110110001010000
'12:31.967',-0.12,0.165,11111111110110001010000
'12:31.969',-0.11,0.165,11111111110110111110000
'12:31.972',-0.095,0.165,11111111111000001100000
'12:31.975',-0.085,0.15,11111111111001000010000
'12:31.978',-0.09,0.145,11111111111000101000000
'12:31.981',-0.135,0.14,11111111110100111100000
'12:31.983',-0.14,0.155,11111111110100100000000
'12:31.986',-0.125,0.17,11111111110101110000000
'12:31.989',-0.09,0.19,11111111111000101000000
'12:31.992',-0.08,0.17,11111111111001011100000
'12:31.994',-0.1,0.17,11111111110111110010000
'12:31.997',-0.1,0.14,11111111110111110010000
'12:32.000',-0.12,0.155,11111111110110001010000
'12:32.003',-0.1,0.17,11111111110111110010000
'12:32.006',-0.08,0.18,11111111111001011100000
'12:32.008',-0.09,0.17,11111111111000101000000
'12:32.011',-0.1,0.165,11111111110111110010000
'12:32.014',-0.11,0.155,11111111110110111110000
'12:32.017',-0.11,0.15,11111111110110111110000
'12:32.019',-0.095,0.18,11111111111000001100000
'12:32.022',-0.08,0.18,11111111111001011100000
'12:32.025',-0.09,0.18,11111111111000101000000
'12:32.028',-0.11,0.155,11111111110110111110000
'12:32.031',-0.105,0.16,11111111110111011000000
'12:32.033',-0.115,0.155,11111111110110100100000
'12:32.036',-0.105,0.165,11111111110111011000000
'12:32.039',-0.08,0.175,11111111111001011100000
'12:32.042',-0.075,0.165,11111111111001110110000
'12:32.044',-0.085,0.145,11111111111001000010000
'12:32.047',-0.1,0.135,11111111110111110010000
'12:32.050',-0.095,0.15,11111111111000001100000
'12:32.053',-0.095,0.165,11111111111000001100000
'12:32.056',-0.08,0.185,11111111111001011100000
'12:32.058',-0.07,0.165,11111111111010010000000
'12:32.061',-0.075,0.165,11111111111001110110000
'12:32.064',-0.065,0.17,11111111111010101010000
'12:32.067',-0.085,0.205,11111111111001000010000
'12:32.069',-0.07,0.245,11111111111010010000000
'12:32.072',-0.045,0.305,11111111111100010100000
'12:32.075',-0.06,0.32,11111111111011000100000
'12:32.078',-0.075,0.295,11111111111001110110000
'12:32.081',-0.105,0.255,11111111110111011000000
'12:32.083',-0.125,0.185,11111111110101110000000
'12:32.086',-0.08,0.045,11111111111001011100000
'12:32.089',0.045,-0.155,00000000000011101010000
'12:32.092',0.23,-0.415,00000000010010110100000
'12:32.094',0.46,-0.585,00000000100101101010000
'12:32.097',0.68,-0.665,00000000110111101100000
'12:32.100',0.815,-0.62,00000001000010110000000
'12:32.103',0.87,-0.54,00000001000111010000000
'12:32.106',0.805,-0.435,00000001000001111100000
'12:32.108',0.585,-0.34,00000000101111111010000
'12:32.111',0.295,-0.225,00000000011000001010000
'12:32.114',0.09,-0.12,00000000000111010110000
'12:32.117',-0.03,-0.005,11111111111101100010000
'12:32.119',-0.03,0.105,11111111111101100010000
'12:32.122',-0.02,0.205,11111111111110010110000
'12:32.125',-0.005,0.22,11111111111111100100000
'12:32.128',0,0.205,00000000000000000000000
'12:32.131',-0.01,0.18,11111111111111001010000
'12:32.133',-0.04,0.18,11111111111100101110000
'12:32.136',-0.065,0.185,11111111111010101010000
'12:32.139',-0.04,0.17,11111111111100101110000
'12:32.142',-0.03,0.16,11111111111101100010000
'12:32.144',-0.04,0.14,11111111111100101110000
'12:32.147',-0.05,0.125,11111111111011111000000
'12:32.150',-0.055,0.13,11111111111011011110000
'12:32.153',-0.035,0.16,11111111111101001000000
'12:32.156',0.005,0.165,00000000000000011010000
'12:32.158',0.02,0.155,00000000000001101000000
'12:32.161',0.005,0.145,00000000000000011010000
'12:32.164',-0.015,0.145,11111111111110110000000
'12:32.167',-0.04,0.165,11111111111100101110000
'12:32.169',-0.05,0.185,11111111111011111000000
'12:32.172',-0.05,0.205,11111111111011111000000
'12:32.175',-0.05,0.2,11111111111011111000000
'12:32.178',-0.065,0.21,11111111111010101010000
'12:32.181',-0.065,0.21,11111111111010101010000
'12:32.183',-0.055,0.24,11111111111011011110000
'12:32.186',-0.06,0.245,11111111111011000100000
'12:32.189',-0.055,0.255,11111111111011011110000
'12:32.192',-0.075,0.245,11111111111001110110000
'12:32.194',-0.1,0.22,11111111110111110010000
'12:32.197',-0.12,0.23,11111111110110001010000
'12:32.200',-0.11,0.235,11111111110110111110000
'12:32.203',-0.105,0.255,11111111110111011000000
'12:32.206',-0.1,0.26,11111111110111110010000
'12:32.208',-0.095,0.245,11111111111000001100000
'12:32.211',-0.105,0.235,11111111110111011000000
'12:32.214',-0.11,0.245,11111111110110111110000
'12:32.217',-0.115,0.255,11111111110110100100000
'12:32.219',-0.085,0.255,11111111111001000010000
'12:32.222',-0.075,0.26,11111111111001110110000
'12:32.225',-0.06,0.265,11111111111011000100000
'12:32.228',-0.07,0.245,11111111111010010000000
'12:32.231',-0.09,0.24,11111111111000101000000
'12:32.233',-0.08,0.25,11111111111001011100000
'12:32.236',-0.085,0.275,11111111111001000010000
'12:32.239',-0.07,0.285,11111111111010010000000
'12:32.242',-0.065,0.28,11111111111010101010000
'12:32.244',-0.06,0.28,11111111111011000100000
'12:32.247',-0.08,0.27,11111111111001011100000
'12:32.250',-0.075,0.265,11111111111001110110000
'12:32.253',-0.06,0.275,11111111111011000100000
'12:32.256',-0.03,0.285,11111111111101100010000
'12:32.258',-0.04,0.295,11111111111100101110000
'12:32.261',-0.045,0.28,11111111111100010100000
'12:32.264',-0.06,0.28,11111111111011000100000
'12:32.267',-0.065,0.29,11111111111010101010000
'12:32.269',-0.065,0.3,11111111111010101010000
'12:32.272',-0.05,0.325,11111111111011111000000
'12:32.275',-0.035,0.31,11111111111101001000000
'12:32.278',-0.04,0.28,11111111111100101110000
'12:32.281',-0.065,0.275,11111111111010101010000
'12:32.283',-0.075,0.29,11111111111001110110000
'12:32.286',-0.065,0.31,11111111111010101010000
'12:32.289',-0.04,0.325,11111111111100101110000
'12:32.292',-0.05,0.32,11111111111011111000000
'12:32.294',-0.03,0.32,11111111111101100010000
'12:32.297',-0.04,0.29,11111111111100101110000
'12:32.300',-0.06,0.295,11111111111011000100000
'12:32.303',-0.085,0.31,11111111111001000010000
'12:32.306',-0.07,0.315,11111111111010010000000
'12:32.308',-0.075,0.315,11111111111001110110000
'12:32.311',-0.085,0.295,11111111111001000010000
'12:32.314',-0.095,0.285,11111111111000001100000
'12:32.317',-0.1,0.28,11111111110111110010000
'12:32.319',-0.09,0.305,11111111111000101000000
'12:32.322',-0.1,0.32,11111111110111110010000
'12:32.325',-0.09,0.3,11111111111000101000000
'12:32.328',-0.11,0.295,11111111110110111110000
'12:32.331',-0.13,0.28,11111111110101010110000
'12:32.333',-0.155,0.275,11111111110011010010000
'12:32.336',-0.145,0.3,11111111110100000110000
'12:32.339',-0.135,0.295,11111111110100111100000
'12:32.342',-0.165,0.295,11111111110010011110000
'12:32.344',-0.16,0.275,11111111110010111000000
'12:32.347',-0.2,0.265,11111111101111100110000
'12:32.350',-0.2,0.25,11111111101111100110000
'12:32.353',-0.2,0.27,11111111101111100110000
'12:32.356',-0.2,0.29,11111111101111100110000
'12:32.358',-0.175,0.28,11111111110001101010000
'12:32.361',-0.19,0.26,11111111110000011010000
'12:32.364',-0.205,0.245,11111111101111001100000
'12:32.367',-0.215,0.25,11111111101110011000000
'12:32.369',-0.21,0.26,11111111101110110010000
'12:32.372',-0.205,0.27,11111111101111001100000
'12:32.375',-0.215,0.245,11111111101110011000000
'12:32.378',-0.225,0.23,11111111101101100100000
'12:32.381',-0.235,0.22,11111111101100101110000
'12:32.383',-0.25,0.215,11111111101011100000000
'12:32.386',-0.245,0.23,11111111101011111010000
'12:32.389',-0.25,0.255,11111111101011100000000
'12:32.392',-0.25,0.24,11111111101011100000000
'12:32.394',-0.255,0.23,11111111101011000110000
'12:32.397',-0.27,0.205,11111111101001111000000
'12:32.400',-0.255,0.215,11111111101011000110000
'12:32.403',-0.245,0.21,11111111101011111010000
'12:32.406',-0.225,0.225,11111111101101100100000
'12:32.408',-0.225,0.215,11111111101101100100000
'12:32.411',-0.23,0.21,11111111101101001010000
'12:32.414',-0.24,0.195,11111111101100010100000
'12:32.417',-0.25,0.19,11111111101011100000000
'12:32.419',-0.235,0.205,11111111101100101110000
'12:32.422',-0.235,0.195,11111111101100101110000
'12:32.425',-0.225,0.18,11111111101101100100000
'12:32.428',-0.245,0.175,11111111101011111010000
'12:32.431',-0.245,0.16,11111111101011111010000
'12:32.433',-0.24,0.175,11111111101100010100000
'12:32.436',-0.24,0.19,11111111101100010100000
'12:32.439',-0.21,0.19,11111111101110110010000
'12:32.442',-0.225,0.19,11111111101101100100000
'12:32.444',-0.23,0.17,11111111101101001010000
'12:32.447',-0.22,0.15,11111111101101111110000
'12:32.450',-0.235,0.16,11111111101100101110000
'12:32.453',-0.225,0.175,11111111101101100100000
'12:32.456',-0.2,0.165,11111111101111100110000
'12:32.458',-0.2,0.145,11111111101111100110000
'12:32.461',-0.2,0.14,11111111101111100110000
'12:32.464',-0.21,0.14,11111111101110110010000
'12:32.467',-0.215,0.14,11111111101110011000000
'12:32.469',-0.2,0.155,11111111101111100110000
'12:32.472',-0.195,0.17,11111111110000000000000
'12:32.475',-0.17,0.17,11111111110010000100000
'12:32.478',-0.175,0.165,11111111110001101010000
'12:32.481',-0.155,0.15,11111111110011010010000
'12:32.483',-0.135,0.16,11111111110100111100000
'12:32.486',-0.125,0.165,11111111110101110000000
'12:32.489',-0.095,0.16,11111111111000001100000
'12:32.492',-0.095,0.17,11111111111000001100000
'12:32.494',-0.09,0.15,11111111111000101000000
'12:32.497',-0.09,0.125,11111111111000101000000
'12:32.500',-0.125,0.12,11111111110101110000000
'12:32.503',-0.135,0.125,11111111110100111100000
'12:32.506',-0.14,0.14,11111111110100100000000
'12:32.508',-0.17,0.15,11111111110010000100000
'12:32.511',-0.185,0.15,11111111110000110110000
'12:32.514',-0.2,0.15,11111111101111100110000
'12:32.517',-0.195,0.17,11111111110000000000000
'12:32.519',-0.17,0.205,11111111110010000100000
'12:32.522',-0.155,0.23,11111111110011010010000
'12:32.525',-0.145,0.23,11111111110100000110000
'12:32.528',-0.15,0.21,11111111110011101100000
'12:32.531',-0.155,0.195,11111111110011010010000
'12:32.533',-0.18,0.18,11111111110001010000000
'12:32.536',-0.185,0.17,11111111110000110110000
'12:32.539',-0.195,0.17,11111111110000000000000
'12:32.542',-0.2,0.145,11111111101111100110000
'12:32.544',-0.22,0.125,11111111101101111110000
'12:32.547',-0.235,0.12,11111111101100101110000
'12:32.550',-0.255,0.1,11111111101011000110000
'12:32.553',-0.265,0.12,11111111101010010010000
'12:32.556',-0.25,0.11,11111111101011100000000
'12:32.558',-0.255,0.11,11111111101011000110000
'12:32.561',-0.25,0.1,11111111101011100000000
'12:32.564',-0.275,0.08,11111111101001011110000
'12:32.567',-0.285,0.085,11111111101000101000000
'12:32.569',-0.27,0.105,11111111101001111000000
'12:32.572',-0.26,0.105,11111111101010101100000
'12:32.575',-0.26,0.095,11111111101010101100000
'12:32.578',-0.265,0.085,11111111101010010010000
'12:32.581',-0.28,0.07,11111111101001000010000
'12:32.583',-0.275,0.09,11111111101001011110000
'12:32.586',-0.27,0.11,11111111101001111000000
'12:32.589',-0.245,0.125,11111111101011111010000
'12:32.592',-0.23,0.11,11111111101101001010000
'12:32.594',-0.24,0.09,11111111101100010100000
'12:32.597',-0.255,0.07,11111111101011000110000
'12:32.600',-0.255,0.09,11111111101011000110000
'12:32.603',-0.255,0.105,11111111101011000110000
'12:32.606',-0.235,0.12,11111111101100101110000
'12:32.608',-0.24,0.1,11111111101100010100000
'12:32.611',-0.24,0.095,11111111101100010100000
'12:32.614',-0.255,0.09,11111111101011000110000
'12:32.617',-0.27,0.115,11111111101001111000000
'12:32.619',-0.255,0.16,11111111101011000110000
'12:32.622',-0.235,0.205,11111111101100101110000
'12:32.625',-0.235,0.23,11111111101100101110000
'12:32.628',-0.255,0.185,11111111101011000110000
'12:32.631',-0.3,0.12,11111111100111011010000
'12:32.633',-0.32,0.045,11111111100101110010000
'12:32.636',-0.34,-0.065,11111111100100001000000
'12:32.639',-0.31,-0.215,11111111100110100110000
'12:32.642',-0.245,-0.4,11111111101011111010000
'12:32.644',-0.13,-0.575,11111111110101010110000
'12:32.647',0.02,-0.685,00000000000001101000000
'12:32.650',0.205,-0.755,00000000010000110010000
'12:32.653',0.36,-0.725,00000000011101011110000
'12:32.656',0.455,-0.67,00000000100101010000000
'12:32.658',0.395,-0.585,00000000100000010110000
'12:32.661',0.21,-0.47,00000000010001001100000
'12:32.664',-0.04,-0.34,11111111111100101110000
'12:32.667',-0.23,-0.19,11111111101101001010000
'12:32.669',-0.325,-0.06,11111111100101011000000
'12:32.672',-0.365,0.035,11111111100010000110000
'12:32.675',-0.35,0.12,11111111100011010100000
'12:32.678',-0.34,0.175,11111111100100001000000
'12:32.681',-0.315,0.195,11111111100110001100000
'12:32.683',-0.29,0.185,11111111101000001110000
'12:32.686',-0.265,0.205,11111111101010010010000
'12:32.689',-0.255,0.21,11111111101011000110000
'12:32.692',-0.265,0.195,11111111101010010010000
'12:32.694',-0.27,0.185,11111111101001111000000
'12:32.697',-0.275,0.16,11111111101001011110000
'12:32.700',-0.29,0.175,11111111101000001110000
'12:32.703',-0.295,0.18,11111111100111110100000
'12:32.706',-0.285,0.185,11111111101000101000000
'12:32.708',-0.265,0.18,11111111101010010010000
'12:32.711',-0.27,0.17,11111111101001111000000
'12:32.714',-0.285,0.15,11111111101000101000000
'12:32.717',-0.295,0.15,11111111100111110100000
'12:32.719',-0.285,0.175,11111111101000101000000
'12:32.722',-0.26,0.165,11111111101010101100000
'12:32.725',-0.245,0.155,11111111101011111010000
'12:32.728',-0.25,0.13,11111111101011100000000
'12:32.731',-0.255,0.125,11111111101011000110000
'12:32.733',-0.27,0.14,11111111101001111000000
'12:32.736',-0.26,0.155,11111111101010101100000
'12:32.739',-0.26,0.18,11111111101010101100000
'12:32.742',-0.265,0.18,11111111101010010010000
'12:32.744',-0.25,0.17,11111111101011100000000
'12:32.747',-0.245,0.16,11111111101011111010000
'12:32.750',-0.235,0.165,11111111101100101110000
'12:32.753',-0.225,0.185,11111111101101100100000
'12:32.756',-0.215,0.18,11111111101110011000000
'12:32.758',-0.2,0.18,11111111101111100110000
'12:32.761',-0.195,0.165,11111111110000000000000
'12:32.764',-0.205,0.175,11111111101111001100000
'12:32.767',-0.185,0.175,11111111110000110110000
'12:32.769',-0.18,0.175,11111111110001010000000
'12:32.772',-0.18,0.185,11111111110001010000000
'12:32.775',-0.18,0.185,11111111110001010000000
'12:32.778',-0.21,0.165,11111111101110110010000
'12:32.781',-0.24,0.155,11111111101100010100000
'12:32.783',-0.23,0.17,11111111101101001010000
'12:32.786',-0.215,0.19,11111111101110011000000
'12:32.789',-0.225,0.195,11111111101101100100000
'12:32.792',-0.225,0.195,11111111101101100100000
'12:32.794',-0.245,0.19,11111111101011111010000
'12:32.797',-0.265,0.195,11111111101010010010000
'12:32.800',-0.28,0.2,11111111101001000010000
'12:32.803',-0.28,0.235,11111111101001000010000
'12:32.806',-0.275,0.225,11111111101001011110000
'12:32.808',-0.275,0.22,11111111101001011110000
'12:32.811',-0.29,0.19,11111111101000001110000
'12:32.814',-0.305,0.175,11111111100111000000000
'12:32.817',-0.305,0.195,11111111100111000000000
'12:32.819',-0.31,0.185,11111111100110100110000
'12:32.822',-0.3,0.195,11111111100111011010000
'12:32.825',-0.295,0.175,11111111100111110100000
'12:32.828',-0.295,0.155,11111111100111110100000
'12:32.831',-0.32,0.14,11111111100101110010000
'12:32.833',-0.335,0.135,11111111100100100010000
'12:32.836',-0.325,0.14,11111111100101011000000
'12:32.839',-0.31,0.155,11111111100110100110000
'12:32.842',-0.33,0.155,11111111100100111100000
'12:32.844',-0.325,0.135,11111111100101011000000
'12:32.847',-0.37,0.12,11111111100001101100000
'12:32.850',-0.38,0.12,11111111100000110110000
'12:32.853',-0.365,0.125,11111111100010000110000
'12:32.856',-0.355,0.145,11111111100010111010000
'12:32.858',-0.35,0.145,11111111100011010100000
'12:32.861',-0.345,0.135,11111111100011101110000
'12:32.864',-0.36,0.125,11111111100010100000000
'12:32.867',-0.375,0.15,11111111100001010000000
'12:32.869',-0.355,0.15,11111111100010111010000
'12:32.872',-0.365,0.15,11111111100010000110000
'12:32.875',-0.36,0.135,11111111100010100000000
'12:32.878',-0.38,0.13,11111111100000110110000
'12:32.881',-0.4,0.12,11111111011111001110000
'12:32.883',-0.415,0.13,11111111011110000000000
'12:32.886',-0.395,0.14,11111111011111101000000
'12:32.889',-0.385,0.16,11111111100000011100000
'12:32.892',-0.395,0.16,11111111011111101000000
'12:32.894',-0.4,0.15,11111111011111001110000
'12:32.897',-0.42,0.14,11111111011101100100000
'12:32.900',-0.425,0.135,11111111011101001010000
'12:32.903',-0.41,0.15,11111111011110011010000
'12:32.906',-0.415,0.16,11111111011110000000000
'12:32.908',-0.43,0.145,11111111011100110000000
'12:32.911',-0.44,0.135,11111111011011111100000
'12:32.914',-0.445,0.125,11111111011011100010000
'12:32.917',-0.45,0.145,11111111011011001000000
'12:32.919',-0.455,0.16,11111111011010101110000
'12:32.922',-0.45,0.165,11111111011011001000000
'12:32.925',-0.455,0.145,11111111011010101110000
'12:32.928',-0.455,0.145,11111111011010101110000
'12:32.931',-0.47,0.135,11111111011001011110000
'12:32.933',-0.46,0.14,11111111011010010100000
'12:32.936',-0.46,0.15,11111111011010010100000
'12:32.939',-0.44,0.17,11111111011011111100000
'12:32.942',-0.445,0.16,11111111011011100010000
'12:32.944',-0.455,0.15,11111111011010101110000
'12:32.947',-0.45,0.14,11111111011011001000000
'12:32.950',-0.455,0.14,11111111011010101110000
'12:32.953',-0.44,0.14,11111111011011111100000
'12:32.956',-0.43,0.14,11111111011100110000000
'12:32.958',-0.415,0.135,11111111011110000000000
'12:32.961',-0.435,0.13,11111111011100010110000
'12:32.964',-0.435,0.13,11111111011100010110000
'12:32.967',-0.425,0.125,11111111011101001010000
'12:32.969',-0.415,0.155,11111111011110000000000
'12:32.972',-0.395,0.155,11111111011111101000000
'12:32.975',-0.4,0.14,11111111011111001110000
'12:32.978',-0.415,0.12,11111111011110000000000
'12:32.981',-0.42,0.115,11111111011101100100000
'12:32.983',-0.415,0.12,11111111011110000000000
'12:32.986',-0.405,0.13,11111111011110110100000
'12:32.989',-0.385,0.155,11111111100000011100000
'12:32.992',-0.38,0.135,11111111100000110110000
'12:32.994',-0.39,0.12,11111111100000000010000
'12:32.997',-0.415,0.105,11111111011110000000000
'12:33.000',-0.41,0.12,11111111011110011010000
'12:33.003',-0.375,0.12,11111111100001010000000
'12:33.006',-0.355,0.125,11111111100010111010000
'12:33.008',-0.35,0.13,11111111100011010100000
'12:33.011',-0.34,0.115,11111111100100001000000
'12:33.014',-0.35,0.1,11111111100011010100000
'12:33.017',-0.365,0.11,11111111100010000110000
'12:33.019',-0.365,0.14,11111111100010000110000
'12:33.022',-0.35,0.15,11111111100011010100000
'12:33.025',-0.32,0.155,11111111100101110010000
'12:33.028',-0.33,0.17,11111111100100111100000
'12:33.031',-0.35,0.195,11111111100011010100000
'12:33.033',-0.38,0.22,11111111100000110110000
'12:33.036',-0.39,0.21,11111111100000000010000
'12:33.039',-0.385,0.15,11111111100000011100000
'12:33.042',-0.33,0.05,11111111100100111100000
'12:33.044',-0.23,-0.1,11111111101101001010000
'12:33.047',-0.08,-0.25,11111111111001011100000
'12:33.050',0.07,-0.39,00000000000101101110000
'12:33.053',0.2,-0.52,00000000010000011000000
'12:33.056',0.35,-0.615,00000000011100101010000
'12:33.058',0.515,-0.65,00000000101010001100000
'12:33.061',0.705,-0.635,00000000111001110000000
'12:33.064',0.82,-0.565,00000001000011001010000
'12:33.067',0.84,-0.475,00000001000100110100000
'12:33.069',0.75,-0.375,00000000111101011100000
'12:33.072',0.555,-0.265,00000000101101011100000
'12:33.075',0.285,-0.14,00000000010111010110000
'12:33.078',0.065,0.02,00000000000101010100000
'12:33.081',-0.065,0.125,11111111111010101010000
'12:33.083',-0.11,0.17,11111111110110111110000
'12:33.086',-0.125,0.19,11111111110101110000000
'12:33.089',-0.175,0.21,11111111110001101010000
'12:33.092',-0.2,0.19,11111111101111100110000
'12:33.094',-0.25,0.165,11111111101011100000000
'12:33.097',-0.295,0.155,11111111100111110100000
'12:33.100',-0.315,0.155,11111111100110001100000
