'Elapsed time','MLII','V1',
'13:21.542',-0.22,0.12,11111111101101111110000
'13:21.544',-0.2,0.145,11111111101111100110000
'13:21.547',-0.21,0.165,11111111101110110010000
'13:21.550',-0.215,0.175,11111111101110011000000
'13:21.553',-0.21,0.18,11111111101110110010000
'13:21.556',-0.205,0.195,11111111101111001100000
'13:21.558',-0.215,0.205,11111111101110011000000
'13:21.561',-0.215,0.18,11111111101110011000000
'13:21.564',-0.2,0.125,11111111101111100110000
'13:21.567',-0.195,0.045,11111111110000000000000
'13:21.569',-0.2,-0.015,11111111101111100110000
'13:21.572',-0.205,-0.005,11111111101111001100000
'13:21.575',-0.205,0.05,11111111101111001100000
'13:21.578',-0.2,0.11,11111111101111100110000
'13:21.581',-0.195,0.115,11111111110000000000000
'13:21.583',-0.21,0.095,11111111101110110010000
'13:21.586',-0.225,0.075,11111111101101100100000
'13:21.589',-0.235,0.095,11111111101100101110000
'13:21.592',-0.235,0.105,11111111101100101110000
'13:21.594',-0.23,0.105,11111111101101001010000
'13:21.597',-0.225,0.085,11111111101101100100000
'13:21.600',-0.225,0.04,11111111101101100100000
'13:21.603',-0.225,0.015,11111111101101100100000
'13:21.606',-0.23,0.025,11111111101101001010000
'13:21.608',-0.23,0.08,11111111101101001010000
'13:21.611',-0.22,0.125,11111111101101111110000
'13:21.614',-0.22,0.17,11111111101101111110000
'13:21.617',-0.2,0.175,11111111101111100110000
'13:21.619',-0.215,0.145,11111111101110011000000
'13:21.622',-0.23,0.105,11111111101101001010000
'13:21.625',-0.245,0.045,11111111101011111010000
'13:21.628',-0.235,0.02,11111111101100101110000
'13:21.631',-0.22,0.035,11111111101101111110000
'13:21.633',-0.23,0.095,11111111101101001010000
'13:21.636',-0.2,0.115,11111111101111100110000
'13:21.639',-0.22,0.09,11111111101101111110000
'13:21.642',-0.215,0.015,11111111101110011000000
'13:21.644',-0.21,-0.01,11111111101110110010000
'13:21.647',-0.175,0.02,11111111110001101010000
'13:21.650',-0.14,0.105,11111111110100100000000
'13:21.653',-0.105,0.16,11111111110111011000000
'13:21.656',-0.09,0.15,11111111111000101000000
'13:21.658',-0.085,0.12,11111111111001000010000
'13:21.661',-0.105,0.09,11111111110111011000000
'13:21.664',-0.105,0.085,11111111110111011000000
'13:21.667',-0.1,0.05,11111111110111110010000
'13:21.669',-0.105,0.035,11111111110111011000000
'13:21.672',-0.115,0.03,11111111110110100100000
'13:21.675',-0.145,0.08,11111111110100000110000
'13:21.678',-0.17,0.13,11111111110010000100000
'13:21.681',-0.19,0.165,11111111110000011010000
'13:21.683',-0.21,0.165,11111111101110110010000
'13:21.686',-0.245,0.14,11111111101011111010000
'13:21.689',-0.255,0.13,11111111101011000110000
'13:21.692',-0.245,0.16,11111111101011111010000
'13:21.694',-0.225,0.235,11111111101101100100000
'13:21.697',-0.195,0.285,11111111110000000000000
'13:21.700',-0.22,0.24,11111111101101111110000
'13:21.703',-0.27,0.14,11111111101001111000000
'13:21.706',-0.325,0.045,11111111100101011000000
'13:21.708',-0.365,-0.01,11111111100010000110000
'13:21.711',-0.37,-0.005,11111111100001101100000
'13:21.714',-0.355,0,11111111100010111010000
'13:21.717',-0.355,-0.03,11111111100010111010000
'13:21.719',-0.375,-0.055,11111111100001010000000
'13:21.722',-0.395,-0.06,11111111011111101000000
'13:21.725',-0.41,0,11111111011110011010000
'13:21.728',-0.41,0.065,11111111011110011010000
'13:21.731',-0.415,0.115,11111111011110000000000
'13:21.733',-0.41,0.11,11111111011110011010000
'13:21.736',-0.415,0.135,11111111011110000000000
'13:21.739',-0.415,0.18,11111111011110000000000
'13:21.742',-0.415,0.205,11111111011110000000000
'13:21.744',-0.425,0.205,11111111011101001010000
'13:21.747',-0.405,0.16,11111111011110110100000
'13:21.750',-0.405,0.065,11111111011110110100000
'13:21.753',-0.41,-0.015,11111111011110011010000
'13:21.756',-0.425,-0.11,11111111011101001010000
'13:21.758',-0.415,-0.155,11111111011110000000000
'13:21.761',-0.405,-0.14,11111111011110110100000
'13:21.764',-0.385,-0.08,11111111100000011100000
'13:21.767',-0.39,-0.03,11111111100000000010000
'13:21.769',-0.405,0.01,11111111011110110100000
'13:21.772',-0.42,0.035,11111111011101100100000
'13:21.775',-0.42,0.03,11111111011101100100000
'13:21.778',-0.405,0.05,11111111011110110100000
'13:21.781',-0.385,0.08,11111111100000011100000
'13:21.783',-0.37,0.11,11111111100001101100000
'13:21.786',-0.365,0.105,11111111100010000110000
'13:21.789',-0.37,0.065,11111111100001101100000
'13:21.792',-0.375,0.05,11111111100001010000000
'13:21.794',-0.375,0.04,11111111100001010000000
'13:21.797',-0.35,0.045,11111111100011010100000
'13:21.800',-0.345,0.02,11111111100011101110000
'13:21.803',-0.35,-0.005,11111111100011010100000
'13:21.806',-0.375,-0.015,11111111100001010000000
'13:21.808',-0.385,0.005,11111111100000011100000
'13:21.811',-0.355,0.02,11111111100010111010000
'13:21.814',-0.325,0.045,11111111100101011000000
'13:21.817',-0.31,0.04,11111111100110100110000
'13:21.819',-0.305,0.035,11111111100111000000000
'13:21.822',-0.32,0.045,11111111100101110010000
'13:21.825',-0.33,0.065,11111111100100111100000
'13:21.828',-0.31,0.06,11111111100110100110000
'13:21.831',-0.325,0.05,11111111100101011000000
'13:21.833',-0.31,0.005,11111111100110100110000
'13:21.836',-0.305,-0.01,11111111100111000000000
'13:21.839',-0.315,-0.005,11111111100110001100000
'13:21.842',-0.3,0,11111111100111011010000
'13:21.844',-0.295,0.03,11111111100111110100000
'13:21.847',-0.27,0.035,11111111101001111000000
'13:21.850',-0.26,0.015,11111111101010101100000
'13:21.853',-0.27,0.05,11111111101001111000000
'13:21.856',-0.275,0.095,11111111101001011110000
'13:21.858',-0.27,0.16,11111111101001111000000
'13:21.861',-0.26,0.185,11111111101010101100000
'13:21.864',-0.245,0.135,11111111101011111010000
'13:21.867',-0.24,0.015,11111111101100010100000
'13:21.869',-0.235,-0.085,11111111101100101110000
'13:21.872',-0.245,-0.125,11111111101011111010000
'13:21.875',-0.245,-0.115,11111111101011111010000
'13:21.878',-0.235,-0.085,11111111101100101110000
'13:21.881',-0.205,-0.06,11111111101111001100000
'13:21.883',-0.21,-0.055,11111111101110110010000
'13:21.886',-0.22,-0.055,11111111101101111110000
'13:21.889',-0.215,-0.035,11111111101110011000000
'13:21.892',-0.225,-0.02,11111111101101100100000
'13:21.894',-0.195,0.035,11111111110000000000000
'13:21.897',-0.2,0.08,11111111101111100110000
'13:21.900',-0.18,0.115,11111111110001010000000
'13:21.903',-0.2,0.125,11111111101111100110000
'13:21.906',-0.225,0.125,11111111101101100100000
'13:21.908',-0.255,0.12,11111111101011000110000
'13:21.911',-0.31,0.125,11111111100110100110000
'13:21.914',-0.33,0.11,11111111100100111100000
'13:21.917',-0.355,0.06,11111111100010111010000
'13:21.919',-0.32,0.01,11111111100101110010000
'13:21.922',-0.285,-0.05,11111111101000101000000
'13:21.925',-0.205,-0.095,11111111101111001100000
'13:21.928',-0.03,-0.15,11111111111101100010000
'13:21.931',0.215,-0.18,00000000010001100110000
'13:21.933',0.505,-0.215,00000000101001010110000
'13:21.936',0.695,-0.215,00000000111000111010000
'13:21.939',0.71,-0.205,00000000111010001010000
'13:21.942',0.55,-0.15,00000000101101000010000
'13:21.944',0.24,-0.055,00000000010011101010000
'13:21.947',-0.055,0.03,11111111111011011110000
'13:21.950',-0.225,0.06,11111111101101100100000
'13:21.953',-0.29,0.07,11111111101000001110000
'13:21.956',-0.26,0.05,11111111101010101100000
'13:21.958',-0.185,0.02,11111111110000110110000
'13:21.961',-0.145,0.005,11111111110100000110000
'13:21.964',-0.115,0.01,11111111110110100100000
'13:21.967',-0.125,0,11111111110101110000000
'13:21.969',-0.12,0.01,11111111110110001010000
'13:21.972',-0.125,0.04,11111111110101110000000
'13:21.975',-0.13,0.08,11111111110101010110000
'13:21.978',-0.12,0.12,11111111110110001010000
'13:21.981',-0.125,0.145,11111111110101110000000
'13:21.983',-0.14,0.1,11111111110100100000000
'13:21.986',-0.17,0.03,11111111110010000100000
'13:21.989',-0.2,-0.03,11111111101111100110000
'13:21.992',-0.19,-0.045,11111111110000011010000
'13:21.994',-0.165,-0.015,11111111110010011110000
'13:21.997',-0.155,0.02,11111111110011010010000
'13:22.000',-0.16,0.03,11111111110010111000000
'13:22.003',-0.165,0.04,11111111110010011110000
'13:22.006',-0.18,0.055,11111111110001010000000
'13:22.008',-0.185,0.07,11111111110000110110000
'13:22.011',-0.18,0.075,11111111110001010000000
'13:22.014',-0.175,0.06,11111111110001101010000
'13:22.017',-0.18,0.025,11111111110001010000000
'13:22.019',-0.185,-0.015,11111111110000110110000
'13:22.022',-0.2,-0.035,11111111101111100110000
'13:22.025',-0.21,-0.03,11111111101110110010000
'13:22.028',-0.2,-0.01,11111111101111100110000
'13:22.031',-0.195,0.01,11111111110000000000000
'13:22.033',-0.21,-0.005,11111111101110110010000
'13:22.036',-0.21,-0.03,11111111101110110010000
'13:22.039',-0.215,-0.05,11111111101110011000000
'13:22.042',-0.225,-0.045,11111111101101100100000
'13:22.044',-0.215,-0.025,11111111101110011000000
'13:22.047',-0.2,-0.01,11111111101111100110000
'13:22.050',-0.2,-0.005,11111111101111100110000
'13:22.053',-0.225,-0.015,11111111101101100100000
'13:22.056',-0.22,-0.015,11111111101101111110000
'13:22.058',-0.23,0,11111111101101001010000
'13:22.061',-0.215,0.015,11111111101110011000000
'13:22.064',-0.205,0.01,11111111101111001100000
'13:22.067',-0.21,0,11111111101110110010000
'13:22.069',-0.22,-0.005,11111111101101111110000
'13:22.072',-0.22,0.015,11111111101101111110000
'13:22.075',-0.23,0.025,11111111101101001010000
'13:22.078',-0.22,0.04,11111111101101111110000
'13:22.081',-0.2,0.045,11111111101111100110000
'13:22.083',-0.2,0.02,11111111101111100110000
'13:22.086',-0.2,-0.005,11111111101111100110000
'13:22.089',-0.215,-0.01,11111111101110011000000
'13:22.092',-0.225,0,11111111101101100100000
'13:22.094',-0.21,0.025,11111111101110110010000
'13:22.097',-0.19,0.05,11111111110000011010000
'13:22.100',-0.185,0.06,11111111110000110110000
'13:22.103',-0.2,0.065,11111111101111100110000
'13:22.106',-0.205,0.1,11111111101111001100000
'13:22.108',-0.21,0.12,11111111101110110010000
'13:22.111',-0.22,0.105,11111111101101111110000
'13:22.114',-0.19,0.055,11111111110000011010000
'13:22.117',-0.18,-0.025,11111111110001010000000
'13:22.119',-0.175,-0.09,11111111110001101010000
'13:22.122',-0.175,-0.085,11111111110001101010000
'13:22.125',-0.17,-0.05,11111111110010000100000
'13:22.128',-0.145,0.01,11111111110100000110000
'13:22.131',-0.13,0.035,11111111110101010110000
'13:22.133',-0.11,0.02,11111111110110111110000
'13:22.136',-0.115,-0.015,11111111110110100100000
'13:22.139',-0.12,-0.02,11111111110110001010000
'13:22.142',-0.14,-0.005,11111111110100100000000
'13:22.144',-0.11,0.03,11111111110110111110000
'13:22.147',-0.08,0.05,11111111111001011100000
'13:22.150',-0.09,0.045,11111111111000101000000
'13:22.153',-0.115,0.035,11111111110110100100000
'13:22.156',-0.14,0.01,11111111110100100000000
'13:22.158',-0.16,0.005,11111111110010111000000
'13:22.161',-0.16,0.01,11111111110010111000000
'13:22.164',-0.14,0.045,11111111110100100000000
'13:22.167',-0.13,0.06,11111111110101010110000
'13:22.169',-0.14,0.075,11111111110100100000000
'13:22.172',-0.165,0.08,11111111110010011110000
'13:22.175',-0.185,0.07,11111111110000110110000
'13:22.178',-0.18,0.085,11111111110001010000000
'13:22.181',-0.19,0.11,11111111110000011010000
'13:22.183',-0.185,0.145,11111111110000110110000
'13:22.186',-0.205,0.15,11111111101111001100000
'13:22.189',-0.22,0.115,11111111101101111110000
'13:22.192',-0.275,0.055,11111111101001011110000
'13:22.194',-0.285,0.015,11111111101000101000000
'13:22.197',-0.29,0.025,11111111101000001110000
'13:22.200',-0.3,0.055,11111111100111011010000
'13:22.203',-0.315,0.055,11111111100110001100000
'13:22.206',-0.32,0.045,11111111100101110010000
'13:22.208',-0.32,0.05,11111111100101110010000
'13:22.211',-0.315,0.07,11111111100110001100000
'13:22.214',-0.28,0.1,11111111101001000010000
'13:22.217',-0.29,0.11,11111111101000001110000
'13:22.219',-0.295,0.075,11111111100111110100000
'13:22.222',-0.3,0.05,11111111100111011010000
'13:22.225',-0.3,0.03,11111111100111011010000
'13:22.228',-0.29,0.045,11111111101000001110000
'13:22.231',-0.27,0.05,11111111101001111000000
'13:22.233',-0.26,0.055,11111111101010101100000
'13:22.236',-0.26,0.04,11111111101010101100000
'13:22.239',-0.27,0.035,11111111101001111000000
'13:22.242',-0.28,0.035,11111111101001000010000
'13:22.244',-0.275,0.02,11111111101001011110000
'13:22.247',-0.26,0.04,11111111101010101100000
'13:22.250',-0.245,0.035,11111111101011111010000
'13:22.253',-0.25,0.02,11111111101011100000000
'13:22.256',-0.28,0,11111111101001000010000
'13:22.258',-0.285,0.01,11111111101000101000000
'13:22.261',-0.285,0.035,11111111101000101000000
'13:22.264',-0.275,0.05,11111111101001011110000
'13:22.267',-0.26,0.04,11111111101010101100000
'13:22.269',-0.27,0.045,11111111101001111000000
'13:22.272',-0.275,0.03,11111111101001011110000
'13:22.275',-0.28,0.03,11111111101001000010000
'13:22.278',-0.28,0.025,11111111101001000010000
'13:22.281',-0.255,0.02,11111111101011000110000
'13:22.283',-0.265,0.025,11111111101010010010000
'13:22.286',-0.275,0.03,11111111101001011110000
'13:22.289',-0.28,0.06,11111111101001000010000
'13:22.292',-0.29,0.085,11111111101000001110000
'13:22.294',-0.28,0.08,11111111101001000010000
'13:22.297',-0.26,0.045,11111111101010101100000
'13:22.300',-0.26,-0.02,11111111101010101100000
'13:22.303',-0.285,-0.06,11111111101000101000000
'13:22.306',-0.3,-0.04,11111111100111011010000
'13:22.308',-0.295,0.01,11111111100111110100000
'13:22.311',-0.275,0.045,11111111101001011110000
'13:22.314',-0.26,0.06,11111111101010101100000
'13:22.317',-0.265,0.02,11111111101010010010000
'13:22.319',-0.27,-0.015,11111111101001111000000
'13:22.322',-0.28,-0.02,11111111101001000010000
'13:22.325',-0.265,0.025,11111111101010010010000
'13:22.328',-0.265,0.055,11111111101010010010000
'13:22.331',-0.245,0.04,11111111101011111010000
'13:22.333',-0.24,-0.015,11111111101100010100000
'13:22.336',-0.245,-0.045,11111111101011111010000
'13:22.339',-0.235,-0.04,11111111101100101110000
'13:22.342',-0.23,0.025,11111111101101001010000
'13:22.344',-0.215,0.07,11111111101110011000000
'13:22.347',-0.195,0.1,11111111110000000000000
'13:22.350',-0.175,0.07,11111111110001101010000
'13:22.353',-0.175,0.055,11111111110001101010000
'13:22.356',-0.155,0.015,11111111110011010010000
'13:22.358',-0.135,-0.015,11111111110100111100000
'13:22.361',-0.135,-0.015,11111111110100111100000
'13:22.364',-0.12,-0.005,11111111110110001010000
'13:22.367',-0.125,-0.005,11111111110101110000000
'13:22.369',-0.14,0.005,11111111110100100000000
'13:22.372',-0.165,0,11111111110010011110000
'13:22.375',-0.19,0.035,11111111110000011010000
'13:22.378',-0.18,0.055,11111111110001010000000
'13:22.381',-0.155,0.065,11111111110011010010000
'13:22.383',-0.155,0.065,11111111110011010010000
'13:22.386',-0.17,0.055,11111111110010000100000
'13:22.389',-0.18,0.055,11111111110001010000000
'13:22.392',-0.17,0.065,11111111110010000100000
'13:22.394',-0.16,0.075,11111111110010111000000
'13:22.397',-0.155,0.095,11111111110011010010000
'13:22.400',-0.15,0.095,11111111110011101100000
'13:22.403',-0.16,0.09,11111111110010111000000
'13:22.406',-0.19,0.075,11111111110000011010000
'13:22.408',-0.21,0.1,11111111101110110010000
'13:22.411',-0.195,0.125,11111111110000000000000
'13:22.414',-0.185,0.15,11111111110000110110000
'13:22.417',-0.17,0.16,11111111110010000100000
'13:22.419',-0.18,0.175,11111111110001010000000
'13:22.422',-0.195,0.215,11111111110000000000000
'13:22.425',-0.195,0.25,11111111110000000000000
'13:22.428',-0.185,0.265,11111111110000110110000
'13:22.431',-0.17,0.225,11111111110010000100000
'13:22.433',-0.18,0.135,11111111110001010000000
'13:22.436',-0.2,0.04,11111111101111100110000
'13:22.439',-0.215,-0.03,11111111101110011000000
'13:22.442',-0.22,-0.03,11111111101101111110000
'13:22.444',-0.205,-0.01,11111111101111001100000
'13:22.447',-0.185,0.045,11111111110000110110000
'13:22.450',-0.175,0.075,11111111110001101010000
'13:22.453',-0.18,0.09,11111111110001010000000
'13:22.456',-0.195,0.085,11111111110000000000000
'13:22.458',-0.19,0.095,11111111110000011010000
'13:22.461',-0.175,0.085,11111111110001101010000
'13:22.464',-0.165,0.1,11111111110010011110000
'13:22.467',-0.145,0.07,11111111110100000110000
'13:22.469',-0.135,0.07,11111111110100111100000
'13:22.472',-0.165,0.055,11111111110010011110000
'13:22.475',-0.145,0.07,11111111110100000110000
'13:22.478',-0.13,0.08,11111111110101010110000
'13:22.481',-0.115,0.095,11111111110110100100000
'13:22.483',-0.105,0.085,11111111110111011000000
'13:22.486',-0.125,0.065,11111111110101110000000
'13:22.489',-0.145,0.045,11111111110100000110000
'13:22.492',-0.14,0.04,11111111110100100000000
'13:22.494',-0.145,0.04,11111111110100000110000
'13:22.497',-0.135,0.055,11111111110100111100000
'13:22.500',-0.135,0.04,11111111110100111100000
'13:22.503',-0.15,0.03,11111111110011101100000
'13:22.506',-0.175,0.03,11111111110001101010000
'13:22.508',-0.175,0.065,11111111110001101010000
'13:22.511',-0.18,0.085,11111111110001010000000
'13:22.514',-0.175,0.095,11111111110001101010000
'13:22.517',-0.175,0.09,11111111110001101010000
'13:22.519',-0.19,0.055,11111111110000011010000
'13:22.522',-0.21,0.025,11111111101110110010000
'13:22.525',-0.24,0.015,11111111101100010100000
'13:22.528',-0.22,0.01,11111111101101111110000
'13:22.531',-0.19,0.045,11111111110000011010000
'13:22.533',-0.21,0.075,11111111101110110010000
'13:22.536',-0.195,0.11,11111111110000000000000
'13:22.539',-0.205,0.125,11111111101111001100000
'13:22.542',-0.235,0.115,11111111101100101110000
'13:22.544',-0.215,0.06,11111111101110011000000
'13:22.547',-0.2,-0.015,11111111101111100110000
'13:22.550',-0.195,-0.055,11111111110000000000000
'13:22.553',-0.2,-0.045,11111111101111100110000
'13:22.556',-0.245,-0.01,11111111101011111010000
'13:22.558',-0.245,0.005,11111111101011111010000
'13:22.561',-0.225,0.005,11111111101101100100000
'13:22.564',-0.215,-0.005,11111111101110011000000
'13:22.567',-0.21,-0.02,11111111101110110010000
'13:22.569',-0.21,-0.045,11111111101110110010000
'13:22.572',-0.225,-0.055,11111111101101100100000
'13:22.575',-0.23,-0.055,11111111101101001010000
'13:22.578',-0.245,-0.015,11111111101011111010000
'13:22.581',-0.225,0.005,11111111101101100100000
'13:22.583',-0.23,0.015,11111111101101001010000
'13:22.586',-0.24,-0.005,11111111101100010100000
'13:22.589',-0.27,-0.01,11111111101001111000000
'13:22.592',-0.275,0.01,11111111101001011110000
'13:22.594',-0.285,0.05,11111111101000101000000
'13:22.597',-0.29,0.09,11111111101000001110000
'13:22.600',-0.29,0.13,11111111101000001110000
'13:22.603',-0.305,0.115,11111111100111000000000
'13:22.606',-0.32,0.085,11111111100101110010000
'13:22.608',-0.33,0.03,11111111100100111100000
'13:22.611',-0.345,-0.03,11111111100011101110000
'13:22.614',-0.345,-0.135,11111111100011101110000
'13:22.617',-0.35,-0.295,11111111100011010100000
'13:22.619',-0.31,-0.465,11111111100110100110000
'13:22.622',-0.195,-0.625,11111111110000000000000
'13:22.625',0.005,-0.72,00000000000000011010000
'13:22.628',0.21,-0.73,00000000010001001100000
'13:22.631',0.415,-0.65,00000000100001111110000
'13:22.633',0.57,-0.565,00000000101110101100000
'13:22.636',0.665,-0.465,00000000110110011110000
'13:22.639',0.655,-0.38,00000000110101101010000
'13:22.642',0.485,-0.275,00000000100111101110000
'13:22.644',0.215,-0.175,00000000010001100110000
'13:22.647',-0.05,-0.115,11111111111011111000000
'13:22.650',-0.19,-0.055,11111111110000011010000
'13:22.653',-0.225,-0.005,11111111101101100100000
'13:22.656',-0.185,0.03,11111111110000110110000
'13:22.658',-0.115,0.1,11111111110110100100000
'13:22.661',-0.07,0.16,11111111111010010000000
'13:22.664',-0.055,0.195,11111111111011011110000
'13:22.667',-0.09,0.21,11111111111000101000000
'13:22.669',-0.105,0.175,11111111110111011000000
'13:22.672',-0.13,0.16,11111111110101010110000
'13:22.675',-0.125,0.17,11111111110101110000000
'13:22.678',-0.115,0.18,11111111110110100100000
'13:22.681',-0.095,0.18,11111111111000001100000
'13:22.683',-0.085,0.15,11111111111001000010000
'13:22.686',-0.085,0.14,11111111111001000010000
'13:22.689',-0.085,0.14,11111111111001000010000
'13:22.692',-0.09,0.15,11111111111000101000000
'13:22.694',-0.08,0.165,11111111111001011100000
'13:22.697',-0.06,0.17,11111111111011000100000
'13:22.700',-0.045,0.16,11111111111100010100000
'13:22.703',-0.05,0.15,11111111111011111000000
'13:22.706',-0.055,0.135,11111111111011011110000
'13:22.708',-0.05,0.135,11111111111011111000000
'13:22.711',-0.025,0.14,11111111111101111100000
'13:22.714',-0.005,0.145,11111111111111100100000
'13:22.717',-0.005,0.145,11111111111111100100000
'13:22.719',-0.02,0.145,11111111111110010110000
'13:22.722',-0.03,0.165,11111111111101100010000
'13:22.725',-0.025,0.19,11111111111101111100000
'13:22.728',-0.025,0.21,11111111111101111100000
'13:22.731',-0.01,0.255,11111111111111001010000
'13:22.733',-0.005,0.25,11111111111111100100000
'13:22.736',-0.015,0.215,11111111111110110000000
'13:22.739',-0.035,0.15,11111111111101001000000
'13:22.742',-0.055,0.095,11111111111011011110000
'13:22.744',-0.05,0.055,11111111111011111000000
'13:22.747',-0.05,0.06,11111111111011111000000
'13:22.750',-0.025,0.07,11111111111101111100000
'13:22.753',-0.03,0.07,11111111111101100010000
'13:22.756',-0.03,0.045,11111111111101100010000
'13:22.758',-0.04,0.04,11111111111100101110000
'13:22.761',-0.035,0.045,11111111111101001000000
'13:22.764',-0.025,0.065,11111111111101111100000
'13:22.767',-0.035,0.085,11111111111101001000000
'13:22.769',-0.035,0.11,11111111111101001000000
'13:22.772',-0.035,0.115,11111111111101001000000
'13:22.775',-0.045,0.12,11111111111100010100000
'13:22.778',-0.04,0.11,11111111111100101110000
'13:22.781',-0.045,0.09,11111111111100010100000
'13:22.783',-0.03,0.08,11111111111101100010000
'13:22.786',-0.05,0.06,11111111111011111000000
'13:22.789',-0.055,0.055,11111111111011011110000
'13:22.792',-0.055,0.085,11111111111011011110000
'13:22.794',-0.065,0.1,11111111111010101010000
'13:22.797',-0.05,0.125,11111111111011111000000
'13:22.800',-0.055,0.1,11111111111011011110000
'13:22.803',-0.06,0.09,11111111111011000100000
'13:22.806',-0.075,0.075,11111111111001110110000
'13:22.808',-0.08,0.1,11111111111001011100000
'13:22.811',-0.06,0.145,11111111111011000100000
'13:22.814',-0.055,0.185,11111111111011011110000
'13:22.817',-0.055,0.19,11111111111011011110000
'13:22.819',-0.07,0.13,11111111111010010000000
'13:22.822',-0.085,0.05,11111111111001000010000
'13:22.825',-0.11,-0.005,11111111110110111110000
'13:22.828',-0.09,-0.005,11111111111000101000000
'13:22.831',-0.105,0.025,11111111110111011000000
'13:22.833',-0.1,0.035,11111111110111110010000
'13:22.836',-0.115,0.055,11111111110110100100000
'13:22.839',-0.145,0.08,11111111110100000110000
'13:22.842',-0.16,0.095,11111111110010111000000
'13:22.844',-0.16,0.115,11111111110010111000000
'13:22.847',-0.17,0.12,11111111110010000100000
'13:22.850',-0.185,0.095,11111111110000110110000
'13:22.853',-0.215,0.065,11111111101110011000000
'13:22.856',-0.26,0.05,11111111101010101100000
'13:22.858',-0.26,0.06,11111111101010101100000
'13:22.861',-0.275,0.075,11111111101001011110000
'13:22.864',-0.295,0.07,11111111100111110100000
'13:22.867',-0.29,0.065,11111111101000001110000
'13:22.869',-0.31,0.065,11111111100110100110000
'13:22.872',-0.35,0.095,11111111100011010100000
'13:22.875',-0.35,0.13,11111111100011010100000
'13:22.878',-0.355,0.155,11111111100010111010000
'13:22.881',-0.35,0.18,11111111100011010100000
'13:22.883',-0.35,0.18,11111111100011010100000
'13:22.886',-0.35,0.17,11111111100011010100000
'13:22.889',-0.355,0.195,11111111100010111010000
'13:22.892',-0.315,0.23,11111111100110001100000
'13:22.894',-0.29,0.245,11111111101000001110000
'13:22.897',-0.275,0.22,11111111101001011110000
'13:22.900',-0.24,0.15,11111111101100010100000
'13:22.903',-0.23,0.105,11111111101101001010000
'13:22.906',-0.21,0.065,11111111101110110010000
'13:22.908',-0.205,0.085,11111111101111001100000
'13:22.911',-0.205,0.145,11111111101111001100000
'13:22.914',-0.21,0.185,11111111101110110010000
'13:22.917',-0.205,0.195,11111111101111001100000
'13:22.919',-0.21,0.21,11111111101110110010000
'13:22.922',-0.23,0.215,11111111101101001010000
'13:22.925',-0.225,0.215,11111111101101100100000
'13:22.928',-0.2,0.22,11111111101111100110000
'13:22.931',-0.15,0.18,11111111110011101100000
'13:22.933',-0.135,0.135,11111111110100111100000
'13:22.936',-0.135,0.1,11111111110100111100000
'13:22.939',-0.155,0.06,11111111110011010010000
'13:22.942',-0.165,0.07,11111111110010011110000
'13:22.944',-0.175,0.065,11111111110001101010000
'13:22.947',-0.165,0.08,11111111110010011110000
'13:22.950',-0.155,0.085,11111111110011010010000
'13:22.953',-0.165,0.095,11111111110010011110000
'13:22.956',-0.175,0.1,11111111110001101010000
'13:22.958',-0.19,0.11,11111111110000011010000
'13:22.961',-0.19,0.095,11111111110000011010000
'13:22.964',-0.18,0.095,11111111110001010000000
'13:22.967',-0.18,0.085,11111111110001010000000
'13:22.969',-0.185,0.08,11111111110000110110000
'13:22.972',-0.19,0.09,11111111110000011010000
'13:22.975',-0.21,0.095,11111111101110110010000
'13:22.978',-0.185,0.095,11111111110000110110000
'13:22.981',-0.185,0.075,11111111110000110110000
'13:22.983',-0.2,0.07,11111111101111100110000
'13:22.986',-0.195,0.05,11111111110000000000000
'13:22.989',-0.2,0.06,11111111101111100110000
'13:22.992',-0.2,0.065,11111111101111100110000
'13:22.994',-0.185,0.06,11111111110000110110000
'13:22.997',-0.17,0.045,11111111110010000100000
'13:23.000',-0.175,0.025,11111111110001101010000
'13:23.003',-0.18,0.04,11111111110001010000000
'13:23.006',-0.2,0.05,11111111101111100110000
'13:23.008',-0.2,0.095,11111111101111100110000
'13:23.011',-0.175,0.115,11111111110001101010000
'13:23.014',-0.16,0.135,11111111110010111000000
'13:23.017',-0.135,0.135,11111111110100111100000
'13:23.019',-0.15,0.115,11111111110011101100000
'13:23.022',-0.175,0.065,11111111110001101010000
'13:23.025',-0.2,0.035,11111111101111100110000
'13:23.028',-0.19,0.02,11111111110000011010000
'13:23.031',-0.17,0.04,11111111110010000100000
'13:23.033',-0.17,0.07,11111111110010000100000
'13:23.036',-0.16,0.09,11111111110010111000000
'13:23.039',-0.17,0.085,11111111110010000100000
'13:23.042',-0.185,0.1,11111111110000110110000
'13:23.044',-0.2,0.12,11111111101111100110000
'13:23.047',-0.24,0.105,11111111101100010100000
'13:23.050',-0.295,0.035,11111111100111110100000
'13:23.053',-0.315,-0.07,11111111100110001100000
'13:23.056',-0.235,-0.22,11111111101100101110000
'13:23.058',-0.08,-0.36,11111111111001011100000
'13:23.061',0.13,-0.49,00000000001010101000000
'13:23.064',0.37,-0.595,00000000011110010010000
'13:23.067',0.63,-0.605,00000000110011100110000
'13:23.069',0.875,-0.55,00000001000111101010000
'13:23.072',1.045,-0.475,00000001010101100110000
'13:23.075',1.065,-0.365,00000001010111001110000
'13:23.078',0.915,-0.28,00000001001010111100000
'13:23.081',0.66,-0.19,00000000110110000100000
'13:23.083',0.375,-0.095,00000000011110101110000
